1_id,1_gene,1_chrom,1_start,1_end,1_strand,2_id,2_gene,2_chrom,2_start,2_end,2_strand
gene:ENSG00000184060,ADAP2,17,30906344,30959322,+,gene:ENSG00000172171,TEFM,17,30897336,30906238,-
gene:ENSG00000196712,NF1,17,31094927,31382116,+,gene:ENSG00000183024,OR1G1,17,3126610,3127551,-
gene:ENSG00000131242,RAB11FIP4,17,31391675,31538211,+,gene:ENSG00000278977,unknown,17,31533171,31533938,-
gene:ENSG00000141314,RHBDL3,17,32265832,32324659,+,gene:ENSG00000108666,C17orf75,17,32324565,32350023,-
gene:ENSG00000010244,ZNF207,17,32350132,32381885,+,gene:ENSG00000108666,C17orf75,17,32324565,32350023,-
gene:ENSG00000290320,H2BN1,17,32895433,32906586,+,gene:ENSG00000180090,OR3A1,17,3291017,3298360,-
gene:ENSG00000180042,OR1R1P,17,3385930,3386874,+,gene:ENSG00000280349,unknown,17,33099969,33100319,-
gene:ENSG00000159961,OR3A3,17,3411370,3424070,+,gene:ENSG00000279674,unknown,17,34000789,34006772,-
gene:ENSG00000108700,CCL8,17,34319435,34321402,+,gene:ENSG00000127780,OR1E2,17,3432870,3433841,-
gene:ENSG00000198783,ZNF830,17,34961540,34963777,+,gene:ENSG00000132141,CCT6B,17,34927859,34981078,-
gene:ENSG00000005156,LIG3,17,34980512,35009743,+,gene:ENSG00000092871,RFFL,17,35005990,35089319,-
gene:ENSG00000073598,FNDC8,17,35121615,35130732,+,gene:ENSG00000073536,NLE1,17,35128730,35142304,-
gene:ENSG00000006125,AP2B1,17,35578046,35726413,+,gene:ENSG00000108733,PEX12,17,35574795,35578863,-
gene:ENSG00000006125,AP2B1,17,35578046,35726413,+,gene:ENSG00000196689,TRPV1,17,3565444,3609411,-
gene:ENSG00000270885,RASL10B,17,35731639,35743521,+,gene:ENSG00000270765,GAS2L2,17,35744511,35753239,-
gene:ENSG00000270806,C17orf50,17,35760887,35765079,+,gene:ENSG00000271447,MMP28,17,35756249,35795707,-
gene:ENSG00000270647,TAF15,17,35809482,35864615,+,gene:ENSG00000262304,unknown,17,3585149,3636249,-
gene:ENSG00000275385,CCL18,17,36064272,36072032,+,gene:ENSG00000197417,SHPK,17,3608240,3636250,-
gene:ENSG00000273611,ZNHIT3,17,36486629,36499310,+,gene:ENSG00000278259,MYO19,17,36495636,36543435,-
gene:ENSG00000277161,PIGW,17,36534987,36539310,+,gene:ENSG00000278259,MYO19,17,36495636,36543435,-
gene:ENSG00000278619,MRM1,17,36601583,36608964,+,gene:ENSG00000213977,TAX1BP3,17,3662895,3668679,-
gene:ENSG00000127774,EMC6,17,3668812,3669668,+,gene:ENSG00000257950,P2RX5-TAX1BP3,17,3663063,3696194,-
gene:ENSG00000177602,HASPIN,17,3723903,3726699,+,gene:ENSG00000083457,ITGAE,17,3714628,3801188,-
gene:ENSG00000274419,TBC1D3D,17,38003976,38014908,+,gene:ENSG00000074356,NCBP3,17,3802158,3846246,-
gene:ENSG00000275023,MLLT6,17,38705273,38729795,+,gene:ENSG00000279119,unknown,17,38727833,38728198,-
gene:ENSG00000277972,CISD3,17,38730341,38735605,+,gene:ENSG00000277258,PCGF2,17,38733898,38749817,-
gene:ENSG00000280177,unknown,17,39165073,39167849,+,gene:ENSG00000141748,ARL5C,17,39156894,39167484,-
gene:ENSG00000141744,PNMT,17,39667981,39670475,+,gene:ENSG00000161395,PGAP3,17,39671122,39696797,-
gene:ENSG00000141736,ERBB2,17,39687914,39730426,+,gene:ENSG00000161395,PGAP3,17,39671122,39696797,-
gene:ENSG00000141736,ERBB2,17,39687914,39730426,+,gene:ENSG00000141741,MIEN1,17,39728496,39730532,-
gene:ENSG00000204913,LRRC3C,17,39927732,39944999,+,gene:ENSG00000172057,ORMDL3,17,39921041,39927601,-
gene:ENSG00000126351,THRA,17,40058290,40093867,+,gene:ENSG00000126368,NR1D1,17,40092793,40100589,-
gene:ENSG00000131759,RARA,17,40309180,40357643,+,gene:ENSG00000278918,unknown,17,40348049,40350539,-
gene:ENSG00000187624,LIAT1,17,410325,431062,+,gene:ENSG00000204887,KRTAP1-4,17,41029351,41030195,-
gene:ENSG00000167740,CYB5D2,17,4143168,4187310,+,gene:ENSG00000108417,KRT37,17,41420547,41424585,-
gene:ENSG00000141756,FKBP10,17,41812680,41823213,+,gene:ENSG00000141696,P3H4,17,41801947,41812604,-
gene:ENSG00000161594,KLHL10,17,41835685,41848384,+,gene:ENSG00000141698,NT5C3B,17,41825057,41836260,-
gene:ENSG00000161594,KLHL10,17,41835685,41848384,+,gene:ENSG00000178502,KLHL11,17,41848518,41865423,-
gene:ENSG00000204815,ODAD4,17,41930617,41966503,+,gene:ENSG00000131473,ACLY,17,41866917,41930542,-
gene:ENSG00000173786,CNP,17,41966763,41977740,+,gene:ENSG00000168259,DNAJC7,17,41976421,42021376,-
gene:ENSG00000168256,NKIRAS2,17,42011382,42025644,+,gene:ENSG00000168259,DNAJC7,17,41976421,42021376,-
gene:ENSG00000168256,NKIRAS2,17,42011382,42025644,+,gene:ENSG00000187595,ZNF385C,17,42025576,42098479,-
gene:ENSG00000260325,HSPB9,17,42122804,42123352,+,gene:ENSG00000267261,unknown,17,42119674,42154916,-
gene:ENSG00000280295,unknown,17,42233832,42235469,+,gene:ENSG00000173757,STAT5B,17,42199176,42288633,-
gene:ENSG00000108788,MLX,17,42567072,42573239,+,gene:ENSG00000131470,PSMC3IP,17,42572310,42577831,-
gene:ENSG00000280183,unknown,17,42598643,42599177,+,gene:ENSG00000141699,RETREG3,17,42579513,42610623,-
gene:ENSG00000037042,TUBG2,17,42659284,42667006,+,gene:ENSG00000068137,PLEKHH3,17,42667914,42676994,-
gene:ENSG00000108797,CNTNAP1,17,42682531,42699993,+,gene:ENSG00000184451,CCR10,17,42678889,42683917,-
gene:ENSG00000108797,CNTNAP1,17,42682531,42699993,+,gene:ENSG00000132388,UBE2G1,17,4269259,4366675,-
gene:ENSG00000126562,WNK4,17,42780610,42797066,+,gene:ENSG00000183978,COA3,17,42795147,42798704,-
gene:ENSG00000176563,CNTD1,17,42798800,42811587,+,gene:ENSG00000183978,COA3,17,42795147,42798704,-
gene:ENSG00000176563,CNTD1,17,42798800,42811587,+,gene:ENSG00000126581,BECN1,17,42810134,42833350,-
gene:ENSG00000131467,PSME3,17,42824385,42843760,+,gene:ENSG00000126581,BECN1,17,42810134,42833350,-
gene:ENSG00000198863,RUNDC1,17,42980565,42995142,+,gene:ENSG00000267060,PTGES3L,17,42968088,42980433,-
gene:ENSG00000068079,IFI35,17,43006740,43014456,+,gene:ENSG00000108828,VAT1,17,43014607,43025123,-
gene:ENSG00000108830,RND2,17,43025231,43032041,+,gene:ENSG00000108828,VAT1,17,43014607,43025123,-
gene:ENSG00000188554,NBR1,17,43170481,43211689,+,gene:ENSG00000012048,BRCA1,17,43044295,43170245,-
gene:ENSG00000184988,TMEM106A,17,43211835,43220041,+,gene:ENSG00000236383,CCDC200,17,43216941,43305397,-
gene:ENSG00000067596,DHX8,17,43483865,43610338,+,gene:ENSG00000175832,ETV4,17,43527844,43579620,-
gene:ENSG00000141349,G6PC3,17,44070620,44082151,+,gene:ENSG00000108840,HDAC5,17,44076746,44123702,-
gene:ENSG00000168591,TMUB2,17,44186970,44191929,+,gene:ENSG00000087152,ATXN7L3,17,44191805,44200113,-
gene:ENSG00000108309,RUNDC3A,17,44308413,44318670,+,gene:ENSG00000013306,SLC25A39,17,44319625,44324870,-
gene:ENSG00000182557,SPNS3,17,4433940,4488208,+,gene:ENSG00000013306,SLC25A39,17,44319625,44324870,-
gene:ENSG00000030582,GRN,17,44345246,44353106,+,gene:ENSG00000161682,FAM171A2,17,44353215,44363853,-
gene:ENSG00000180336,MEIOC,17,44656404,44690308,+,gene:ENSG00000180329,CCDC43,17,44673069,44689779,-
gene:ENSG00000279879,unknown,17,44689858,44693340,+,gene:ENSG00000180329,CCDC43,17,44673069,44689779,-
gene:ENSG00000131097,HIGD1B,17,44846353,44850476,+,gene:ENSG00000108883,EFTUD2,17,44849948,44899445,-
gene:ENSG00000167131,CCDC103,17,44899142,44905390,+,gene:ENSG00000108883,EFTUD2,17,44849948,44899445,-
gene:ENSG00000167131,CCDC103,17,44899142,44905390,+,gene:ENSG00000131095,GFAP,17,44903159,44916937,-
gene:ENSG00000214447,FAM187A,17,44903433,44905390,+,gene:ENSG00000131095,GFAP,17,44903159,44916937,-
gene:ENSG00000136448,NMT1,17,44957992,45109016,+,gene:ENSG00000131094,C1QL1,17,44959693,44968303,-
gene:ENSG00000183018,SPNS2,17,4498881,4539035,+,gene:ENSG00000131094,C1QL1,17,44959693,44968303,-
gene:ENSG00000181513,ACBD4,17,45132600,45144181,+,gene:ENSG00000161714,PLCD3,17,45108959,45133354,-
gene:ENSG00000266918,unknown,17,45531577,45533838,+,gene:ENSG00000167741,GGT6,17,4556927,4560818,-
gene:ENSG00000176681,LRRC37A,17,46292733,46338077,+,gene:ENSG00000228696,ARL17B,17,46274784,46361766,-
gene:ENSG00000176681,LRRC37A,17,46292733,46338077,+,gene:ENSG00000161905,ALOX15,17,4630919,4642294,-
gene:ENSG00000238083,LRRC37A2,17,46511508,46556910,+,gene:ENSG00000185829,ARL17A,17,46499780,46579695,-
gene:ENSG00000073969,NSF,17,46590669,46757679,+,gene:ENSG00000141456,PELP1,17,4669774,4704337,-
gene:ENSG00000158955,WNT9B,17,46833201,46886730,+,gene:ENSG00000108379,WNT3,17,46762506,46833154,-
gene:ENSG00000262633,unknown,17,46923133,47049932,+,gene:ENSG00000179673,RPRML,17,46978156,46979253,-
gene:ENSG00000141480,ARRB2,17,4710596,4721499,+,gene:ENSG00000179673,RPRML,17,46978156,46979253,-
gene:ENSG00000178852,EFCAB13,17,47323290,47441312,+,gene:ENSG00000161921,CXCL16,17,4733533,4739928,-
gene:ENSG00000141497,ZMYND15,17,4739833,4746119,+,gene:ENSG00000161921,CXCL16,17,4733533,4739928,-
gene:ENSG00000141294,LRRC46,17,47831634,47837719,+,gene:ENSG00000159111,MRPL10,17,47823272,47831541,-
gene:ENSG00000141294,LRRC46,17,47831634,47837719,+,gene:ENSG00000141295,SCRN2,17,47837692,47841289,-
gene:ENSG00000280254,unknown,17,4787057,4789162,+,gene:ENSG00000182853,VMO1,17,4785285,4786433,-
gene:ENSG00000142507,PSMB6,17,4796144,4798502,+,gene:ENSG00000167183,PRR15L,17,47951967,47957883,-
gene:ENSG00000108465,CDK5RAP3,17,47967810,47981781,+,gene:ENSG00000262165,C17orf114,17,4801159,4807013,-
gene:ENSG00000129219,PLD2,17,4807152,4823434,+,gene:ENSG00000108468,CBX1,17,48070052,48101478,-
gene:ENSG00000141503,MINK1,17,4833340,4898061,+,gene:ENSG00000141293,SKAP1,17,48133442,48430275,-
gene:ENSG00000229637,PRAC2,17,48723185,48724758,+,gene:ENSG00000159182,PRAC1,17,48721719,48722518,-
gene:ENSG00000229637,PRAC2,17,48723185,48724758,+,gene:ENSG00000159184,HOXB13,17,48724763,48728750,-
gene:ENSG00000159202,UBE2Z,17,48908407,48929056,+,gene:ENSG00000159210,SNF8,17,48929316,48944842,-
gene:ENSG00000205710,C17orf107,17,4899418,4902934,+,gene:ENSG00000108556,CHRNE,17,4897771,4934438,-
gene:ENSG00000108798,ABI3,17,49210411,49223225,+,gene:ENSG00000167083,GNGT2,17,49202791,49210574,-
gene:ENSG00000108798,ABI3,17,49210411,49223225,+,gene:ENSG00000173868,PHOSPHO1,17,49223366,49230787,-
gene:ENSG00000185245,GP1BA,17,4932277,4935023,+,gene:ENSG00000198740,ZNF652,17,49289206,49362473,-
gene:ENSG00000108523,RNF167,17,4940008,4945222,+,gene:ENSG00000108528,SLC25A11,17,4937130,4940053,-
gene:ENSG00000108515,ENO3,17,4948092,4957131,+,gene:ENSG00000108518,PFN1,17,4945652,4949061,-
gene:ENSG00000064300,NGFR,17,49495293,49515008,+,gene:ENSG00000279036,unknown,17,49494223,49497800,-
gene:ENSG00000182575,NXPH3,17,49575871,49583827,+,gene:ENSG00000091640,SPAG7,17,4959226,4967817,-
gene:ENSG00000136504,KAT7,17,49788624,49835026,+,gene:ENSG00000121104,FAM117A,17,49710332,49789180,-
gene:ENSG00000005882,PDK2,17,50094737,50112152,+,gene:ENSG00000167100,SAMD14,17,50110040,50130160,-
gene:ENSG00000167105,TMEM92,17,50271406,50281485,+,gene:ENSG00000132517,SLC52A1,17,5032600,5052009,-
gene:ENSG00000015532,XYLT2,17,50346126,50363138,+,gene:ENSG00000279792,unknown,17,50362967,50365232,-
gene:ENSG00000154920,EME1,17,50373220,50381483,+,gene:ENSG00000108826,MRPL27,17,50367857,50373207,-
gene:ENSG00000154920,EME1,17,50373220,50381483,+,gene:ENSG00000108829,LRRC59,17,50375059,50397523,-
gene:ENSG00000167107,ACSF2,17,50426158,50474845,+,gene:ENSG00000136457,CHAD,17,50464496,50468906,-
gene:ENSG00000108846,ABCC3,17,50634777,50692253,+,gene:ENSG00000154945,ANKRD40,17,50693198,50707914,-
gene:ENSG00000180787,ZFP3,17,5078467,5096374,+,gene:ENSG00000167117,ANKRD40CL,17,50761029,50767557,-
gene:ENSG00000173714,WFIKKN2,17,50834650,50842353,+,gene:ENSG00000141252,VPS53,17,508503,721717,-
gene:ENSG00000029725,RABEP1,17,5282265,5386340,+,gene:ENSG00000108559,NUP88,17,5359668,5420164,-
gene:ENSG00000129197,RPAIN,17,5419641,5432877,+,gene:ENSG00000108561,C1QBP,17,5432777,5448830,-
gene:ENSG00000167842,MIS12,17,5486285,5490814,+,gene:ENSG00000072849,DERL2,17,5471254,5486811,-
gene:ENSG00000141198,TOM1L1,17,54899387,54961956,+,gene:ENSG00000166260,COX11,17,54951902,54968703,-
gene:ENSG00000166263,STXBP4,17,54968727,55173632,+,gene:ENSG00000091592,NLRP1,17,5499415,5619424,-
gene:ENSG00000153933,DGKE,17,56834107,56869567,+,gene:ENSG00000214226,C17orf67,17,56791913,56838773,-
gene:ENSG00000153933,DGKE,17,56834107,56869567,+,gene:ENSG00000121060,TRIM25,17,56836387,56914080,-
gene:ENSG00000280233,unknown,17,57988180,57988760,+,gene:ENSG00000136451,VEZF1,17,57971547,57988259,-
gene:ENSG00000280233,unknown,17,57988180,57988760,+,gene:ENSG00000266086,unknown,17,57989038,58007246,-
gene:ENSG00000279069,unknown,17,58006652,58009596,+,gene:ENSG00000136450,SRSF1,17,58000919,58007346,-
gene:ENSG00000121053,EPX,17,58192726,58205174,+,gene:ENSG00000011143,MKS1,17,58205441,58219605,-
gene:ENSG00000167419,LPO,17,58218548,58268518,+,gene:ENSG00000011143,MKS1,17,58205441,58219605,-
gene:ENSG00000108384,RAD51C,17,58692573,58735611,+,gene:ENSG00000266826,IGBP1C,17,58660424,58692045,-
gene:ENSG00000175175,PPM1E,17,58755854,58985179,+,gene:ENSG00000108395,TRIM37,17,58982638,59106921,-
gene:ENSG00000068489,PRR11,17,59155732,59206709,+,gene:ENSG00000182628,SKA2,17,59109857,59155260,-
gene:ENSG00000141367,CLTC,17,59619684,59696956,+,gene:ENSG00000141378,PTRH2,17,59674636,59707626,-
gene:ENSG00000062716,VMP1,17,59707192,59842255,+,gene:ENSG00000141378,PTRH2,17,59674636,59707626,-
gene:ENSG00000108443,RPS6KB1,17,59893046,59950574,+,gene:ENSG00000108423,TUBD1,17,59859479,59892945,-
gene:ENSG00000267318,unknown,17,59940908,59973101,+,gene:ENSG00000189050,RNFT1,17,59952240,59964761,-
gene:ENSG00000141371,CHCT1,17,60392429,60431426,+,gene:ENSG00000170832,USP32,17,60177327,60422470,-
gene:ENSG00000179314,WSCD1,17,6057807,6124427,+,gene:ENSG00000062725,APPBP2,17,60443158,60526242,-
gene:ENSG00000011028,MRC2,17,62627670,62693597,+,gene:ENSG00000279713,unknown,17,62679403,62681354,-
gene:ENSG00000198909,MAP3K3,17,63622415,63696305,+,gene:ENSG00000266173,STRADA,17,63682336,63741986,-
gene:ENSG00000279369,unknown,17,63700847,63702670,+,gene:ENSG00000136490,LIMD2,17,63695888,63701172,-
gene:ENSG00000279369,unknown,17,63700847,63702670,+,gene:ENSG00000125695,unknown,17,63702845,63752097,-
gene:ENSG00000198231,DDX42,17,63773603,63819317,+,gene:ENSG00000108588,CCDC47,17,63745255,63776351,-
gene:ENSG00000198231,DDX42,17,63773603,63819317,+,gene:ENSG00000108592,FTSJ3,17,63819433,63830012,-
gene:ENSG00000087191,PSMC5,17,63827152,63832026,+,gene:ENSG00000108592,FTSJ3,17,63819433,63830012,-
gene:ENSG00000087191,PSMC5,17,63827152,63832026,+,gene:ENSG00000108604,SMARCD2,17,63832081,63843065,-
gene:ENSG00000224383,PRR29,17,63998351,64004305,+,gene:ENSG00000108622,ICAM2,17,64002594,64020634,-
gene:ENSG00000129195,PIMREG,17,6444441,6451469,+,gene:ENSG00000261371,PECAM1,17,64319415,64413776,-
gene:ENSG00000258890,CEP95,17,64506865,64542461,+,gene:ENSG00000108654,DDX5,17,64498254,64508199,-
gene:ENSG00000258890,CEP95,17,64506865,64542461,+,gene:ENSG00000091622,PITPNM3,17,6451263,6556555,-
gene:ENSG00000129235,TXNDC17,17,6640985,6644541,+,gene:ENSG00000108590,MED31,17,6643311,6651634,-
gene:ENSG00000256806,C17orf100,17,6651762,6693202,+,gene:ENSG00000108590,MED31,17,6643311,6651634,-
gene:ENSG00000075429,CACNG5,17,66835117,66894751,+,gene:ENSG00000141485,SLC13A5,17,6684719,6713377,-
gene:ENSG00000130935,NOL11,17,67717931,67744531,+,gene:ENSG00000279296,PRAL,17,6772831,6776116,-
gene:ENSG00000177294,FBXO39,17,6776215,6797101,+,gene:ENSG00000279296,PRAL,17,6772831,6776116,-
gene:ENSG00000171634,BPTF,17,67825503,67984378,+,gene:ENSG00000167858,TEKT1,17,6789133,6831761,-
gene:ENSG00000141337,ARSG,17,68259182,68422731,+,gene:ENSG00000108932,SLC16A6,17,68267026,68291267,-
gene:ENSG00000108946,PRKAR1A,17,68511780,68551319,+,gene:ENSG00000108950,FAM20A,17,68535113,68601367,-
gene:ENSG00000072778,ACADVL,17,7217125,7225266,+,gene:ENSG00000004975,DVL2,17,7225342,7234517,-
gene:ENSG00000279641,unknown,17,7242200,7243814,+,gene:ENSG00000262526,unknown,17,7240427,7244635,-
gene:ENSG00000279641,unknown,17,7242200,7243814,+,gene:ENSG00000175826,CTDNEP1,17,7243591,7252491,-
gene:ENSG00000170291,ELP5,17,7251416,7259940,+,gene:ENSG00000262302,unknown,17,7246829,7262089,-
gene:ENSG00000170291,ELP5,17,7251416,7259940,+,gene:ENSG00000181885,CLDN7,17,7259903,7263983,-
gene:ENSG00000181856,SLC2A4,17,7281718,7288257,+,gene:ENSG00000133195,SLC39A11,17,72645949,73092712,-
gene:ENSG00000181856,SLC2A4,17,7281718,7288257,+,gene:ENSG00000006047,YBX2,17,7288263,7294639,-
gene:ENSG00000132507,EIF5A,17,7306999,7312463,+,gene:ENSG00000132522,GPS2,17,7311324,7315564,-
gene:ENSG00000166685,COG1,17,73193055,73208507,+,gene:ENSG00000133193,FAM104A,17,73207353,73236753,-
gene:ENSG00000141219,C17orf80,17,73232233,73248959,+,gene:ENSG00000133193,FAM104A,17,73207353,73236753,-
gene:ENSG00000072818,ACAP1,17,7336529,7351477,+,gene:ENSG00000069188,SDK2,17,73334384,73644445,-
gene:ENSG00000174292,TNK1,17,7380534,7389774,+,gene:ENSG00000187838,PLSCR3,17,7389727,7394842,-
gene:ENSG00000169992,NLGN2,17,7404874,7419860,+,gene:ENSG00000205544,TMEM256,17,7402975,7404097,-
gene:ENSG00000170412,GPRC5C,17,74424851,74451653,+,gene:ENSG00000179409,GEMIN4,17,744421,753999,-
gene:ENSG00000172794,RAB37,17,74670578,74747335,+,gene:ENSG00000186074,CD300LF,17,74694311,74712978,-
gene:ENSG00000109066,TMEM104,17,74776499,74839753,+,gene:ENSG00000109065,NAT9,17,74770529,74776367,-
gene:ENSG00000181222,POLR2A,17,7484366,7514616,+,gene:ENSG00000161509,GRIN2C,17,74842023,74861504,-
gene:ENSG00000183034,OTOP2,17,74922950,74933912,+,gene:ENSG00000182040,USH1G,17,74916083,74923256,-
gene:ENSG00000182938,OTOP3,17,74935898,74949992,+,gene:ENSG00000167861,HID1,17,74950742,74973166,-
gene:ENSG00000180901,KCTD2,17,75032575,75065889,+,gene:ENSG00000167863,ATP5PD,17,75038863,75046985,-
gene:ENSG00000125449,ARMC7,17,75109952,75130272,+,gene:ENSG00000125458,NT5C,17,75130225,75131757,-
gene:ENSG00000279035,unknown,17,75130883,75133043,+,gene:ENSG00000125458,NT5C,17,75130225,75131757,-
gene:ENSG00000125450,NUP85,17,75205659,75235758,+,gene:ENSG00000125447,GGA3,17,75236599,75262363,-
gene:ENSG00000125445,MRPS7,17,75261674,75266376,+,gene:ENSG00000125447,GGA3,17,75236599,75262363,-
gene:ENSG00000125445,MRPS7,17,75261674,75266376,+,gene:ENSG00000125457,MIF4GD,17,75266228,75271231,-
gene:ENSG00000182173,TSEN54,17,75515944,75524735,+,gene:ENSG00000177303,CASKIN2,17,75500261,75515537,-
gene:ENSG00000277957,SENP3-EIF4A1,17,7563287,7578715,+,gene:ENSG00000108469,RECQL5,17,75626845,75667189,-
gene:ENSG00000161526,SAP30BP,17,75667251,75708062,+,gene:ENSG00000167699,GLOD4,17,757097,782294,-
gene:ENSG00000132478,UNK,17,75784806,75825799,+,gene:ENSG00000132475,H3-3B,17,75776434,75785893,-
gene:ENSG00000129255,MPDU1,17,7583529,7592789,+,gene:ENSG00000092929,UNC13D,17,75827225,75844785,-
gene:ENSG00000261408,TEN1-CDK3,17,75979231,76005999,+,gene:ENSG00000161533,ACOX1,17,75941507,75979177,-
gene:ENSG00000250506,CDK3,17,76000855,76005999,+,gene:ENSG00000167880,EVPL,17,76004502,76027306,-
gene:ENSG00000186919,ZACN,17,76071961,76083666,+,gene:ENSG00000167881,SRP68,17,76038775,76072517,-
gene:ENSG00000279382,unknown,17,76090308,76091669,+,gene:ENSG00000182473,EXOC7,17,76081016,76121576,-
gene:ENSG00000129214,SHBG,17,7613946,7633382,+,gene:ENSG00000129654,FOXJ1,17,76136333,76141245,-
gene:ENSG00000176170,SPHK1,17,76376584,76387860,+,gene:ENSG00000161542,PRPSAP1,17,76309478,76384521,-
gene:ENSG00000129673,AANAT,17,76453351,76470117,+,gene:ENSG00000175931,UBE2O,17,76389456,76453152,-
gene:ENSG00000214140,PRCD,17,76527586,76553578,+,gene:ENSG00000161544,CYGB,17,76527356,76551175,-
gene:ENSG00000181038,METTL23,17,76726830,76733936,+,gene:ENSG00000070495,JMJD6,17,76712832,76726799,-
gene:ENSG00000267168,unknown,17,76732978,76738522,+,gene:ENSG00000161547,SRSF2,17,76734115,76737333,-
gene:ENSG00000092931,MFSD11,17,76735865,76781449,+,gene:ENSG00000161547,SRSF2,17,76734115,76737333,-
gene:ENSG00000108947,EFNB3,17,7705202,7711372,+,gene:ENSG00000280122,unknown,17,76966285,76969530,-
gene:ENSG00000167895,TMC8,17,78130770,78142968,+,gene:ENSG00000141524,TMC6,17,78107397,78132407,-
gene:ENSG00000108639,SYNGR2,17,78168581,78173527,+,gene:ENSG00000167900,TK1,17,78174091,78187233,-
gene:ENSG00000183077,AFMID,17,78187358,78207702,+,gene:ENSG00000167900,TK1,17,78174091,78187233,-
gene:ENSG00000132510,KDM6B,17,7834217,7854796,+,gene:ENSG00000279886,unknown,17,78250346,78250932,-
gene:ENSG00000087157,PGS1,17,78378649,78425114,+,gene:ENSG00000187775,DNAH17,17,78423697,78577396,-
gene:ENSG00000167874,TMEM88,17,7855066,7856099,+,gene:ENSG00000187775,DNAH17,17,78423697,78577396,-
gene:ENSG00000167874,TMEM88,17,7855066,7856099,+,gene:ENSG00000183011,NAA38,17,7856685,7885238,-
gene:ENSG00000182224,CYB5D1,17,7857746,7862282,+,gene:ENSG00000183011,NAA38,17,7856685,7885238,-
gene:ENSG00000170004,CHD3,17,7884796,7912760,+,gene:ENSG00000055483,USP36,17,78787381,78841441,-
gene:ENSG00000279339,unknown,17,78897264,78900152,+,gene:ENSG00000178404,CEP295NL,17,78890579,78903217,-
gene:ENSG00000167280,ENGASE,17,79074824,79088599,+,gene:ENSG00000167281,RBFOX3,17,79089345,79611051,-
gene:ENSG00000170037,CNTROB,17,7932101,7949920,+,gene:ENSG00000170043,TRAPPC1,17,7930345,7932123,-
gene:ENSG00000132518,GUCY2D,17,8002615,8020342,+,gene:ENSG00000167291,TBC1D16,17,79932343,80035872,-
gene:ENSG00000171298,GAA,17,80101533,80119881,+,gene:ENSG00000279174,unknown,17,8013327,8016378,-
gene:ENSG00000279259,unknown,17,80147250,80148596,+,gene:ENSG00000141543,EIF4A3,17,80134369,80147151,-
gene:ENSG00000141527,CARD14,17,80169992,80216073,+,gene:ENSG00000181523,SGSH,17,80206716,80220923,-
gene:ENSG00000181045,SLC26A11,17,80219699,80253500,+,gene:ENSG00000181523,SGSH,17,80206716,80220923,-
gene:ENSG00000289764,unknown,17,80545075,80545134,+,gene:ENSG00000179477,ALOX12B,17,8072636,8087716,-
gene:ENSG00000175866,BAIAP2,17,81035122,81117434,+,gene:ENSG00000181409,AATK,17,81110487,81166221,-
gene:ENSG00000225180,PVALEF,17,81165507,81183166,+,gene:ENSG00000181409,AATK,17,81110487,81166221,-
gene:ENSG00000224877,NDUFAF8,17,81239305,81241310,+,gene:ENSG00000167302,TEPSIN,17,81228277,81239091,-
gene:ENSG00000279187,unknown,17,81262920,81265401,+,gene:ENSG00000157637,SLC38A10,17,81244811,81295547,-
gene:ENSG00000266074,BAHCC1,17,81395457,81466331,+,gene:ENSG00000279692,unknown,17,81395609,81397144,-
gene:ENSG00000185298,CCDC137,17,81666737,81673904,+,gene:ENSG00000204237,OXLD1,17,81665036,81666635,-
gene:ENSG00000185359,HGS,17,81683326,81703138,+,gene:ENSG00000214087,ARL16,17,81681187,81683797,-
gene:ENSG00000183048,SLC25A10,17,81712236,81721016,+,gene:ENSG00000179029,TMEM107,17,8172457,8176399,-
gene:ENSG00000279152,unknown,17,8188933,8189688,+,gene:ENSG00000183684,ALYREF,17,81887835,81891586,-
gene:ENSG00000183979,NPB,17,81900745,81902905,+,gene:ENSG00000185813,PCYT2,17,81900958,81911432,-
gene:ENSG00000169683,LRRC45,17,82023305,82031151,+,gene:ENSG00000169689,CENPX,17,82018702,82024107,-
gene:ENSG00000169750,RAC3,17,82031678,82034204,+,gene:ENSG00000169738,DCXR,17,82035136,82037709,-
gene:ENSG00000169727,GPS1,17,82050691,82057470,+,gene:ENSG00000169733,RFNG,17,82047902,82051831,-
gene:ENSG00000169727,GPS1,17,82050691,82057470,+,gene:ENSG00000169718,DUS1L,17,82057506,82065887,-
gene:ENSG00000141526,SLC16A3,17,82217934,82261129,+,gene:ENSG00000141551,CSNK1D,17,82239023,82273700,-
gene:ENSG00000182459,TEX19,17,82359247,82363775,+,gene:ENSG00000278964,unknown,17,82362349,82363196,-
gene:ENSG00000169660,HEXD,17,82418318,82442645,+,gene:ENSG00000181396,OGFOD3,17,82389210,82418637,-
gene:ENSG00000169660,HEXD,17,82418318,82442645,+,gene:ENSG00000178927,CYBC1,17,82440912,82450829,-
gene:ENSG00000141568,FOXK2,17,82519713,82644662,+,gene:ENSG00000141580,WDR45B,17,82614562,82648553,-
gene:ENSG00000279613,unknown,17,82648849,82650657,+,gene:ENSG00000141580,WDR45B,17,82614562,82648553,-
gene:ENSG00000141556,TBCD,17,82752042,82945914,+,gene:ENSG00000141579,ZNF750,17,82829434,82840022,-
gene:ENSG00000108961,RANGRF,17,8288654,8290092,+,gene:ENSG00000125434,SLC25A35,17,8287763,8295400,-
